,Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
35,OHAREC,Overall recommendation for care,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
36,OHARNF,No significant findings,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
37,OHAROCCI,Clinical impression of soft tissue condition,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
38,OHAROCDE,Denture/Partial Denture/Plates,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
39,OHAROCDT,Decayed teeth,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
40,OHAROCGP,Gum disease/problem,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
41,OHAROCOH,Oral hygiene,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
42,OHAROTH,Some other finding (specify w/referral letter),P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
43,OHDEXSTS,Overall Oral Health Exam Status,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
44,OHDRCSTS,Recommendation Care Status Code,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
45,SEQN,Respondent sequence number.,P_OHXREF,Oral Health - Recommendation of Care,2017,2020,Examination,None
46,OHDDESTS,Dentition Status Code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
47,OHDEXSTS,Overall Oral Health Exam Status,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
48,OHX01TC,Tooth Count: Upper right 3rd molar (3M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
49,OHX02CSC,"Coronal Caries: Upper right 2nd molar (2M) surface calls. These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
50,OHX02CTC,Coronal Caries: Upper right 2nd molar (2M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
51,OHX02RSC,"Coronal Caries: Secondary restoration surface call - Upper right 2nd molar (2M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
52,OHX02RTC,Coronal Caries: Second restoration present - Upper right 2nd molar (2M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
53,OHX02SE,"Dental Sealants: Upper right 2nd molar (2M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
54,OHX02TC,Tooth Count: Upper right 2nd molar (2M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
55,OHX03CSC,"Coronal Caries: Upper right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
56,OHX03CTC,Coronal Caries: Upper right 1st molar (1M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
57,OHX03RSC,"Coronal Caries: Secondary restoration surface call - Upper right 1st molar (1M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
58,OHX03RTC,Coronal Caries: Second restoration present - Upper right 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
59,OHX03SE,"Dental Sealants: Upper right 1st molar (1M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
60,OHX03TC,Tooth Count: Upper right 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
61,OHX04CSC,"Coronal Caries: Upper right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
62,OHX04CTC,Coronal Caries: Upper right 2nd bicuspid/2nd primary molar (2B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
63,OHX04RSC,"Coronal Caries: Secondary restoration surface call - Upper right 2nd bicuspid/2nd primary molar (2B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
64,OHX04RTC,Coronal Caries: Second restoration present - Upper right 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
65,OHX04SE,"Dental Sealants: Upper right 2nd biscuspid/2nd primary molar (2B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
66,OHX04TC,Tooth Count: Upper right 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
67,OHX05CSC,"Coronal Caries: Upper right 1st biscuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
68,OHX05CTC,Coronal Caries: Upper right 1st bicuspid/1st primary molar (1B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
69,OHX05RSC,"Coronal Caries: Secondary restoration surface call - Upper right 1st bicuspid/1st primary molar (1B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
70,OHX05RTC,Coronal Caries: Second restoration present - Upper right 1st bicuspid/1st primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
71,OHX05SE,"Dental Sealants: Upper right 1st biscuspid/1st primary molar (1B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
72,OHX05TC,Tooth Count: Upper right 1st bicuspid/1st primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
73,OHX06CSC,"Coronal Caries: Upper right cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
74,OHX06CTC,Coronal Caries: Upper right cuspid (C) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
75,OHX06RSC,"Coronal Caries: Secondary restoration surface call - Upper right cuspid (C). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
76,OHX06RTC,Coronal Caries: Second restoration present - Upper right cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
77,OHX06TC,Tooth Count: Upper right cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
78,OHX07CSC,"Coronal Caries: Upper right lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
79,OHX07CTC,Coronal Caries: Upper right lateral incisor (LI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
80,OHX07RSC,"Coronal Caries: Secondary restoration surface call - Upper right lateral incisor (LI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
81,OHX07RTC,Coronal Caries: Second restoration present - Upper right lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
82,OHX07SE,"Dental Sealants: Upper right lateral incisor (LI) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
83,OHX07TC,Tooth Count: Upper right lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
84,OHX08CSC,"Coronal Caries: Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
85,OHX08CTC,Coronal Caries: Upper right central incisor (CI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
86,OHX08RSC,"Coronal Caries: Secondary restoration surface call - Upper right central incisor (CI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
87,OHX08RTC,Coronal Caries: Second restoration present - Upper right central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
88,OHX08TC,Tooth Count: Upper right central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
89,OHX09CSC,"Coronal Caries: Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
90,OHX09CTC,Coronal Caries: Upper left central incisor (CI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
91,OHX09RSC,"Coronal Caries: Secondary restoration surface call - Upper left central incisor (CI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
92,OHX09RTC,Coronal Caries: Second restoration present - Upper left central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
93,OHX09TC,Tooth Count: Upper left central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
94,OHX10CSC,"Coronal Caries: Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
95,OHX10CTC,Coronal Caries: Upper left lateral incisor (LI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
96,OHX10RSC,"Coronal Caries: Secondary restoration surface call - Upper left lateral incisor (LI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
97,OHX10RTC,Coronal Caries: Second restoration present - Upper left lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
98,OHX10SE,"Dental Sealants: Upper left lateral incisor (LI) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
99,OHX10TC,Tooth Count: Upper left lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
100,OHX11CSC,"Coronal Caries: Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
101,OHX11CTC,Coronal Caries: Upper left cuspid (C) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
102,OHX11RSC,"Coronal Caries: Secondary restoration surface call - Upper left cuspid (C). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
103,OHX11RTC,Coronal Caries: Second restoration present - Upper left cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
104,OHX11TC,Tooth Count: Upper left cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
105,OHX12CSC,"Coronal Caries: Upper left 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
106,OHX12CTC,Coronal Caries: Upper left 1st bicuspid/1st primary molar (1B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
107,OHX12RSC,"Coronal Caries: Secondary restoration surface call - Upper left 1st bicuspid/1st primary molar (1B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
108,OHX12RTC,Coronal Caries: Second restoration present - Upper left 1st bicuspid/1st primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
109,OHX12SE,"Dental Sealants: Upper left 1st biscuspid/1st primary molar (1B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
110,OHX12TC,Tooth Count: Upper left 1st bicuspid/1st primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
111,OHX13CSC,"Coronal Caries: Upper left 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
112,OHX13CTC,Coronal Caries: Upper left 2nd bicuspid/2nd primary molar (2B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
113,OHX13RSC,"Coronal Caries: Secondary restoration surface call - Upper left 2nd bicuspid/1st primary molar (2B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
114,OHX13RTC,Coronal Caries: Second restoration present - Upper left 2nd bicuspid/1st primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
115,OHX13SE,"Dental Sealants: Upper left 2nd bicuspid/2nd primary molar (2B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
116,OHX13TC,Tooth Count: Upper left 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
117,OHX14CSC,"Coronal Caries: Upper left 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
118,OHX14CTC,Coronal Caries: Upper left 1st molar (1M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
119,OHX14RSC,"Coronal Caries: Secondary restoration surface call - Upper left 1st molar (1M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
120,OHX14RTC,Coronal Caries: Second restoration present - Upper left 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
121,OHX14SE,"Dental Sealants: Upper left 1st molar (1M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
122,OHX14TC,Tooth Count: Upper left 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
123,OHX15CSC,"Coronal Caries: Upper left 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
124,OHX15CTC,Coronal Caries: Upper left 2nd molar (2M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
125,OHX15RSC,"Coronal Caries: Secondary restoration surface call - Upper left 2nd molar (2M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
126,OHX15RTC,Coronal Caries: Second restoration present - Upper left 2nd molar (2M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
127,OHX15SE,"Dental Sealants: Upper left 2nd molar (2M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
128,OHX15TC,Tooth Count: Upper left 2nd molar (2M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
129,OHX16TC,Tooth Count: Upper left 3rd molar (3M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
130,OHX17TC,Tooth Count: Lower left 3rd molar (3M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
131,OHX18CSC,"Coronal Caries: Lower left 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
132,OHX18CTC,Coronal Caries: Lower left 2nd molar (2M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
133,OHX18RSC,"Coronal Caries: Secondary restoration surface call - Lower left 2nd molar (2M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
134,OHX18RTC,Coronal Caries: Second restoration present - Lower left 2nd molar (2M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
135,OHX18SE,"Dental Sealants: Lower left 2nd molar (2M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
136,OHX18TC,Tooth Count: Lower left 2nd molar (2M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
137,OHX19CSC,"Coronal Caries: Lower left 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
138,OHX19CTC,Coronal Caries: Lower left 1st molar (1M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
139,OHX19RSC,"Coronal Caries: Secondary restoration surface call - Lower left 1st molar (1M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
140,OHX19RTC,Coronal Caries: Second restoration present - Lower left 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
141,OHX19SE,"Dental Sealants: Lower left 1st molar (1M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
142,OHX19TC,Tooth Count: Lower left 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
143,OHX20CSC,"Coronal Caries: Lower left 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
144,OHX20CTC,Coronal Caries: Lower left 2nd bicuspid/2nd primary molar (2B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
145,OHX20RSC,"Coronal Caries: Secondary restoration surface call - Lower left 2nd bicuspid/2nd primary molar (2B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
146,OHX20RTC,Coronal Caries: Second restoration present - Lower left 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
147,OHX20SE,"Dental Sealants: Lower left 2nd bicuspid/2nd primary molar (2B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
148,OHX20TC,Tooth Count: Lower left 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
149,OHX21CSC,"Coronal Caries: Lower left 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
150,OHX21CTC,Coronal Caries: Lower left 1st bicuspid/1st primary molar (1B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
151,OHX21RSC,"Coronal Caries: Secondary restoration surface call - Lower left 1st bicuspid/2nd primary molar (1B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
152,OHX21RTC,Coronal Caries: Second restoration present - Lower left 1st bicuspid/2nd primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
153,OHX21SE,"Dental Sealants: Lower left 1st bicuspid/1st primary molar (1B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
154,OHX21TC,Tooth Count: Lower left 1st bicuspid/1st primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
155,OHX22CSC,"Coronal Caries: Lower left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
156,OHX22CTC,Coronal Caries: Lower left cuspid (C) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
157,OHX22RSC,"Coronal Caries: Secondary restoration surface call - Lower left cuspid (C). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
158,OHX22RTC,Coronal Caries: Second restoration present - Lower left cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
159,OHX22TC,Tooth Count: Lower left cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
160,OHX23CSC,"Coronal Caries: Lower left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
161,OHX23CTC,Coronal Caries: Lower left lateral incisor (LI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
162,OHX23RSC,"Coronal Caries: Secondary restoration surface call - Lower left lateral incisor (LI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
163,OHX23RTC,Coronal Caries: Second restoration present - Lower left lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
164,OHX23TC,Tooth Count: Lower left lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
165,OHX24CSC,"Coronal Caries: Lower left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
166,OHX24CTC,Coronal Caries: Lower left central incisor (CI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
167,OHX24RSC,"Coronal Caries: Secondary restoration surface call - Lower left central incisor (CI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
168,OHX24RTC,Coronal Caries: Second restoration present - Lower left central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
169,OHX24TC,Tooth Count: Lower left central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
170,OHX25CSC,"Coronal Caries: Lower right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
171,OHX25CTC,Coronal Caries: Lower right central incisor (CI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
172,OHX25RSC,"Coronal Caries: Secondary restoration surface call - Lower right central incisor (CI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
173,OHX25RTC,Coronal Caries: Second restoration present - Lower right central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
174,OHX25TC,Tooth Count: Lower right central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
175,OHX26CSC,"Coronal Caries: Lower right lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
176,OHX26CTC,Coronal Caries: Lower right lateral incisor (LI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
177,OHX26RSC,"Coronal Caries: Secondary restoration surface call - Lower right lateral incisor (LI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
178,OHX26RTC,Coronal Caries: Second restoration present - Lower right lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
179,OHX26TC,Tooth Count: Lower right lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
180,OHX27CSC,"Coronal Caries: Lower right cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
181,OHX27CTC,Coronal Caries: Lower right cuspid (C) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
182,OHX27RSC,"Coronal Caries: Secondary restoration surface call - Lower right cuspid (C). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
183,OHX27RTC,Coronal Caries: Second restoration present - Lower right cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
184,OHX27TC,Tooth Count: Lower right cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
185,OHX28CSC,"Coronal Caries: Lower right 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
186,OHX28CTC,Coronal Caries: Lower right 1st bicuspid/1st primary molar (1B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
187,OHX28RSC,"Coronal Caries: Secondary restoration surface call - Lower right 1st bicuspid/2nd primary molar (1B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
188,OHX28RTC,Coronal Caries: Second restoration present - Lower right1st bicuspid/2nd primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
189,OHX28SE,"Dental Sealants: Lower right 1st bicuspid/1st primary molar (1B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
190,OHX28TC,Tooth Count: Lower right 1st bicuspid/1st primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
191,OHX29CSC,"Coronal Caries: Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
192,OHX29CTC,Coronal Caries: Lower right 2nd bicuspid/2nd primary molar (2B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
193,OHX29RSC,"Coronal Caries: Secondary restoration surface call - Lower right 2nd bicuspid/2nd primary molar (2B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
194,OHX29RTC,Coronal Caries: Second restoration present - Lower right 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
195,OHX29SE,"Dental Sealants: Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
196,OHX29TC,Tooth Count: Lower right 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
197,OHX30CSC,"Coronal Caries: Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
198,OHX30CTC,Coronal Caries: Lower right 1st molar (1M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
199,OHX30RSC,"Coronal Caries: Secondary restoration surface call - Lower right 1st molar (1M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
200,OHX30RTC,Coronal Caries: Second restoration present - Lower right 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
